Well_ID,Depth_m,Formation,GR_API,NPHI_frac,RHOB_gcc,RT_ohmm,SW_frac
Well_A,2077.5,Basement,66.2,0.034,2.606,313.95,0.951
Well_A,2078.0,Basement,52.1,0.03,2.597,679.42,0.992
Well_A,2078.5,Basement,124.2,0.053,2.653,588.45,0.944
Well_A,2079.0,Basement,91.4,,2.661,374.17,0.985
Well_A,2079.5,Basement,84.6,0.042,2.699,927.12,0.969
Well_A,2080.0,Basement,78.8,0.037,2.637,573.3,0.942
Well_A,2080.5,Basement,79.6,0.034,2.668,1571.82,0.976
Well_A,2081.0,Basement,98.2,,2.567,597.17,0.945
Well_A,2081.5,Basement,98.9,0.032,2.591,378.9,0.955
Well_A,2082.0,Basement,83.8,0.063,2.737,308.37,0.959
Well_A,2082.5,Basement,88.7,0.033,2.666,366.6,0.983
Well_A,2083.0,Basement,98.9,0.036,2.63,327.89,1.0
Well_A,2083.5,Basement,69.9,0.067,2.69,,1.0
Well_A,2084.0,Basement,,0.048,2.765,167.4,0.991
Well_A,2084.5,Basement,79.2,0.068,2.647,,1.0
Well_A,2085.0,Basement,69.2,0.087,2.652,784.44,0.991
Well_A,2085.5,Basement,,0.059,2.615,,0.975
Well_A,2086.0,Basement,66.6,0.046,2.728,55.34,0.989
Well_A,2086.5,Basement,59.0,0.058,2.641,715.62,0.967
Well_A,2087.0,Basement,90.0,0.052,2.577,238.79,0.98
Well_A,2087.5,Basement,62.3,0.03,2.744,708.99,0.974
Well_A,2088.0,Basement,98.8,0.053,2.63,141.15,0.961
Well_A,2088.5,Basement,75.3,0.043,2.718,448.28,0.973
Well_A,2089.0,Basement,90.7,,2.711,454.17,0.976
Well_A,2089.5,Basement,104.9,0.048,2.699,264.11,0.995
Well_B,2045.0,Shale_Cap,110.7,0.204,2.495,2.81,0.991
Well_B,2045.5,Shale_Cap,121.9,,2.524,,0.986
Well_B,2046.0,Shale_Cap,135.1,0.167,2.535,,0.917
Well_B,2046.5,Shale_Cap,107.3,0.111,2.553,4.31,0.965
Well_B,2047.0,Shale_Cap,114.0,0.151,2.5,7.63,0.942
Well_B,2047.5,Shale_Cap,108.3,0.177,2.501,2.8,0.972
Well_B,2048.0,Shale_Cap,108.0,0.17,2.537,4.66,
Well_B,2048.5,Shale_Cap,121.8,0.178,2.521,6.23,0.956
Well_B,2049.0,Shale_Cap,105.2,0.104,2.517,4.09,0.992
Well_B,2049.5,Shale_Cap,112.3,0.156,2.493,,0.94
Well_B,2050.0,Shale_Cap,116.6,0.115,2.574,2.67,0.95
Well_B,2050.5,Shale_Cap,120.1,0.144,2.524,5.74,0.992
Well_B,2051.0,Shale_Cap,130.7,0.171,2.577,4.11,0.938
Well_B,2051.5,Shale_Cap,132.4,0.115,2.458,4.88,1.0
Well_B,2052.0,Shale_Cap,109.8,0.151,2.47,4.02,0.924
Well_B,2052.5,Shale_Cap,126.8,0.139,2.497,7.81,0.935
Well_B,2053.0,Shale_Cap,105.2,0.144,2.555,8.65,0.96
Well_B,2053.5,Shale_Cap,103.2,0.137,2.508,,0.966
Well_B,2054.0,Shale_Cap,123.9,0.113,2.576,3.62,0.973
Well_B,2054.5,Shale_Cap,120.9,0.123,2.481,3.87,0.967
Well_B,2055.0,Shale_Cap,134.7,0.155,2.503,,0.958
Well_B,2055.5,Shale_Cap,117.9,0.153,2.544,5.37,0.965
Well_B,2056.0,Shale_Cap,131.5,0.187,2.486,3.25,0.937
Well_B,2056.5,Shale_Cap,108.4,0.167,2.551,3.47,0.969
Well_B,2057.0,Reservoir_1,52.2,0.281,2.145,97.25,0.178
Well_B,2057.5,Reservoir_1,,,2.257,,0.294
Well_B,2058.0,Reservoir_1,44.0,0.277,2.12,33.85,0.071
Well_B,2058.5,Reservoir_1,21.3,0.321,2.189,112.45,
Well_B,2059.0,Reservoir_1,,0.267,2.228,128.2,0.238
Well_B,2059.5,Reservoir_1,24.4,0.258,2.222,201.49,0.289
Well_B,2060.0,Reservoir_1,36.5,0.252,,320.43,0.256
Well_B,2060.5,Reservoir_1,38.2,0.237,2.193,195.78,0.188
Well_B,2061.0,Reservoir_1,35.6,0.271,2.163,99.13,0.185
Well_B,2061.5,Reservoir_1,31.6,0.26,2.191,62.59,0.351
Well_B,2062.0,Reservoir_1,24.7,0.273,2.178,91.51,0.212
Well_B,2062.5,Reservoir_1,10.4,0.234,2.211,116.38,0.177
Well_B,2063.0,Reservoir_1,36.1,,2.195,121.4,0.148
Well_B,2063.5,Reservoir_1,60.5,0.256,2.135,29.8,0.176
Well_B,2064.0,Reservoir_1,18.7,0.27,2.197,96.78,
Well_B,2064.5,Reservoir_1,28.7,0.324,2.175,99.95,0.18
Well_B,2065.0,Reservoir_1,43.7,0.246,2.232,93.12,0.13
Well_B,2065.5,Reservoir_1,49.2,0.315,2.184,117.6,0.133
Well_B,2066.0,Reservoir_1,45.6,0.279,2.059,60.44,0.171
Well_B,2066.5,Reservoir_1,46.3,0.272,2.126,180.6,0.329
Well_B,2067.0,Reservoir_1,43.1,0.322,2.184,76.76,0.205
Well_B,2067.5,Reservoir_1,54.6,,2.18,49.87,0.199
Well_B,2068.0,Reservoir_1,38.3,0.345,2.201,112.7,0.224
Well_B,2068.5,Reservoir_1,46.8,0.305,2.135,21.35,
Well_B,2069.0,Reservoir_1,41.1,0.318,2.136,261.33,0.095
Well_B,2069.5,Reservoir_1,38.6,0.299,2.193,94.48,0.222
Well_B,2070.0,Reservoir_1,29.5,0.304,2.121,97.14,0.174
Well_B,2070.5,Reservoir_1,42.2,0.346,2.085,60.17,0.091
Well_B,2071.0,Reservoir_1,26.9,0.27,2.252,109.79,0.153
Well_B,2071.5,Reservoir_1,21.2,0.373,2.194,94.54,0.208
Well_B,2072.0,Reservoir_1,41.2,0.333,2.273,45.28,0.283
Well_B,2072.5,Reservoir_1,45.8,0.219,2.144,254.76,0.243
Well_B,2073.0,Reservoir_1,30.6,0.371,2.219,57.1,0.127
Well_B,2073.5,Reservoir_1,,,2.188,,
Well_B,2074.0,Reservoir_1,45.9,0.379,2.119,172.53,0.22
Well_B,2074.5,Reservoir_1,39.9,0.318,2.196,268.89,0.226
Well_B,2075.0,Reservoir_1,18.9,0.263,2.17,428.47,0.103
Well_B,2075.5,Reservoir_1,51.3,0.306,2.188,,0.347
Well_B,2076.0,Reservoir_1,53.5,0.362,2.192,21.79,0.237
Well_B,2076.5,Reservoir_1,49.8,0.332,2.227,208.59,0.164
Well_B,2077.0,Reservoir_1,,0.323,2.137,104.5,0.261
Well_B,2077.5,Reservoir_1,40.4,0.268,2.188,424.85,0.143
Well_B,2078.0,Reservoir_1,35.9,0.365,2.182,166.46,0.288
Well_B,2078.5,Reservoir_1,50.0,0.329,2.194,280.21,0.336
Well_B,2079.0,Reservoir_1,38.9,0.264,2.189,159.97,0.273
Well_B,2079.5,Reservoir_1,19.9,0.286,2.129,23.42,0.186
Well_B,2080.0,Reservoir_1,42.5,0.29,2.235,49.67,0.364
Well_B,2080.5,Reservoir_1,42.8,0.309,2.136,105.62,0.268
Well_B,2081.0,Reservoir_1,34.1,0.379,2.179,119.35,0.355
Well_B,2081.5,Reservoir_1,19.3,0.304,2.169,,0.341
Well_B,2082.0,Reservoir_1,44.0,,2.173,222.08,0.304
Well_B,2082.5,Reservoir_1,24.7,0.333,2.124,47.25,0.188
Well_B,2083.0,Reservoir_1,40.8,0.353,,153.64,0.234
Well_B,2083.5,Reservoir_1,82.0,0.297,2.194,,0.215
Well_B,2084.0,Reservoir_1,20.2,0.303,2.163,,0.106
Well_B,2084.5,Reservoir_1,30.3,0.294,2.183,140.72,0.158
Well_B,2085.0,Reservoir_1,44.8,0.372,2.226,359.73,0.389
Well_B,2085.5,Reservoir_1,43.4,0.319,2.205,,0.214
Well_B,2086.0,Reservoir_1,23.1,0.333,2.202,1216.12,0.32
Well_B,2086.5,Reservoir_1,33.8,0.328,2.232,133.82,0.279
Well_B,2087.0,Transition,85.3,0.211,2.34,16.17,0.694
Well_B,2087.5,Transition,92.0,0.202,2.342,7.74,0.648
Well_B,2088.0,Transition,89.9,0.249,2.401,8.83,0.632
Well_B,2088.5,Transition,64.2,0.202,2.482,5.67,0.597
Well_B,2089.0,Transition,73.3,0.177,2.337,6.51,0.587
Well_B,2089.5,Transition,81.1,0.211,2.385,7.62,0.637
Well_B,2090.0,Transition,64.8,0.205,2.351,8.49,0.542
Well_B,2090.5,Transition,65.7,0.184,2.331,18.62,0.601
Well_B,2091.0,Transition,77.0,0.155,2.415,9.71,0.721
Well_B,2091.5,Transition,79.7,0.231,2.411,10.63,0.601
Well_B,2092.0,Transition,92.4,0.213,,12.57,0.633
Well_B,2092.5,Transition,75.1,0.184,2.314,13.24,0.675
Well_B,2093.0,Transition,60.0,0.224,,16.29,0.694
Well_B,2093.5,Transition,95.3,0.217,2.35,38.87,0.728
Well_B,2094.0,Transition,84.4,0.197,2.352,7.44,0.732
Well_B,2094.5,Transition,81.1,0.175,2.436,6.57,0.552
Well_B,2095.0,Transition,86.2,0.231,2.408,15.62,0.606
Well_B,2095.5,Transition,75.6,0.183,2.336,15.95,
Well_B,2096.0,Transition,56.2,0.21,2.397,5.84,0.543
Well_B,2096.5,Transition,74.8,0.243,2.358,12.01,0.622
Well_B,2097.0,Reservoir_2,40.1,0.368,2.227,32.31,0.397
Well_B,2097.5,Reservoir_2,,0.271,2.238,93.46,0.378
Well_B,2098.0,Reservoir_2,38.4,0.232,2.168,27.06,0.226
Well_B,2098.5,Reservoir_2,39.1,0.321,2.265,85.28,0.294
Well_B,2099.0,Reservoir_2,45.8,0.319,2.151,,0.308
Well_B,2099.5,Reservoir_2,29.5,0.23,2.159,27.39,0.215
Well_B,2100.0,Reservoir_2,,0.25,2.306,82.43,0.298
Well_B,2100.5,Reservoir_2,,0.256,2.221,228.78,0.4
Well_B,2101.0,Reservoir_2,37.4,0.291,2.199,46.94,0.289
Well_B,2101.5,Reservoir_2,48.8,,2.18,64.24,0.267
Well_B,2102.0,Reservoir_2,52.3,0.242,2.204,59.66,0.207
Well_B,2102.5,Reservoir_2,65.3,0.279,2.218,85.46,0.44
Well_B,2103.0,Reservoir_2,45.9,0.223,2.231,269.76,0.277
Well_B,2103.5,Reservoir_2,53.4,0.317,2.13,106.25,0.276
Well_B,2104.0,Reservoir_2,66.9,0.183,2.322,101.19,0.283
Well_B,2104.5,Reservoir_2,10.2,,2.147,41.91,0.394
Well_B,2105.0,Reservoir_2,,0.288,2.204,30.71,0.136
Well_B,2105.5,Reservoir_2,49.2,0.282,2.153,140.08,0.233
Well_B,2106.0,Reservoir_2,51.8,0.264,2.227,46.81,0.353
Well_B,2106.5,Reservoir_2,39.1,0.29,,65.75,0.363
Well_B,2107.0,Reservoir_2,34.7,0.286,2.179,150.52,0.392
Well_B,2107.5,Reservoir_2,38.7,0.329,2.151,38.94,0.276
Well_B,2108.0,Reservoir_2,47.7,0.296,,55.64,0.403
Well_B,2108.5,Reservoir_2,47.5,0.285,2.144,,0.129
Well_B,2109.0,Reservoir_2,31.8,0.254,2.19,65.76,0.293
Well_B,2109.5,Reservoir_2,64.9,0.282,2.124,309.84,0.258
Well_B,2110.0,Reservoir_2,74.5,,2.19,47.09,0.265
Well_B,2110.5,Reservoir_2,,0.247,2.215,90.98,0.344
Well_B,2111.0,Reservoir_2,,0.282,,36.98,0.223
Well_B,2111.5,Reservoir_2,58.1,0.199,2.211,29.21,0.211
Well_B,2112.0,Reservoir_2,51.2,0.335,2.193,53.92,0.232
Well_B,2112.5,Reservoir_2,43.2,0.291,2.137,117.54,0.422
Well_B,2113.0,Reservoir_2,33.4,0.231,2.23,89.55,0.173
Well_B,2113.5,Reservoir_2,47.9,0.256,2.247,71.07,0.315
Well_B,2114.0,Reservoir_2,47.7,0.316,2.254,20.0,0.303
Well_B,2114.5,Reservoir_2,57.0,0.379,2.207,279.43,0.076
Well_B,2115.0,Reservoir_2,57.4,0.228,2.257,75.35,0.353
Well_B,2115.5,Reservoir_2,44.3,0.258,2.346,63.58,0.106
Well_B,2116.0,Reservoir_2,41.1,0.267,2.16,32.66,0.294
Well_B,2116.5,Reservoir_2,37.0,0.311,2.159,234.25,0.242
Well_B,2117.0,Reservoir_2,57.9,0.314,2.225,67.72,0.16
Well_B,2117.5,Reservoir_2,39.3,0.281,2.217,103.78,0.227
Well_B,2118.0,Reservoir_2,27.0,0.243,2.235,145.19,0.267
Well_B,2118.5,Reservoir_2,64.0,,2.299,183.51,0.337
Well_B,2119.0,Reservoir_2,41.1,0.252,2.211,92.48,0.135
Well_B,2119.5,Reservoir_2,39.9,,2.171,56.22,0.309
Well_B,2120.0,Reservoir_2,39.6,0.317,2.225,294.88,0.169
Well_B,2120.5,Reservoir_2,55.1,0.211,2.193,49.99,0.35
Well_B,2121.0,Basement,,0.049,2.536,263.71,0.963
Well_B,2121.5,Basement,73.8,0.064,2.8,470.53,0.97
Well_B,2122.0,Basement,,0.091,2.712,522.49,0.958
Well_B,2122.5,Basement,,0.113,2.716,398.25,1.0
Well_B,2123.0,Basement,91.6,0.094,2.703,2000.0,0.96
Well_B,2123.5,Basement,91.8,0.1,2.639,945.12,
Well_B,2124.0,Basement,61.2,0.071,2.755,159.34,0.944
Well_B,2124.5,Basement,84.0,0.084,2.721,918.36,0.978
Well_B,2125.0,Basement,52.3,0.064,,1075.78,0.951
Well_B,2125.5,Basement,101.7,0.084,2.662,151.86,0.987
Well_B,2126.0,Basement,109.1,0.038,2.619,731.38,1.0
Well_B,2126.5,Basement,101.8,0.059,2.687,569.38,
Well_B,2127.0,Basement,100.0,0.108,2.688,568.15,0.997
Well_B,2127.5,Basement,109.0,0.045,2.717,553.59,0.944
Well_B,2128.0,Basement,92.2,0.093,2.554,733.02,0.977
Well_B,2128.5,Basement,,0.073,2.732,310.5,0.979
Well_B,2129.0,Basement,80.9,0.095,2.619,722.96,0.993
Well_B,2129.5,Basement,81.5,0.057,2.677,904.21,0.969
Well_B,2130.0,Basement,55.0,0.112,2.641,,0.973
Well_B,2130.5,Basement,69.7,0.105,2.698,292.8,0.986
Well_B,2131.0,Basement,64.2,,2.626,674.98,0.937
Well_B,2131.5,Basement,71.2,,2.69,1364.97,0.989
Well_B,2132.0,Basement,,0.075,,382.18,0.973
Well_B,2132.5,Basement,59.9,0.078,2.677,380.91,0.972
Well_B,2133.0,Basement,,0.077,2.688,,0.976
Well_B,2133.5,Basement,119.1,0.103,2.673,119.73,0.957
Well_B,2134.0,Basement,61.5,0.071,2.667,240.59,0.978
Well_B,2134.5,Basement,99.0,0.09,,801.54,0.959
Well_C,1985.0,Shale_Cap,123.0,0.069,2.537,3.89,0.975
Well_C,1985.5,Shale_Cap,117.9,0.115,2.464,4.56,0.973
Well_C,1986.0,Shale_Cap,109.5,0.124,2.57,7.19,0.982
Well_C,1986.5,Shale_Cap,107.2,0.063,2.466,5.29,0.914
Well_C,1987.0,Shale_Cap,95.7,0.071,2.522,2.21,0.994
Well_C,1987.5,Shale_Cap,121.6,0.137,2.575,3.5,0.96
Well_C,1988.0,Shale_Cap,120.9,0.079,2.58,6.43,0.941
Well_C,1988.5,Shale_Cap,108.3,0.056,2.535,3.45,0.896
Well_C,1989.0,Shale_Cap,133.1,0.138,2.547,,0.943
Well_C,1989.5,Shale_Cap,,0.108,2.478,3.15,0.898
Well_C,1990.0,Shale_Cap,107.7,0.105,2.506,3.88,0.952
Well_C,1990.5,Shale_Cap,,0.121,2.575,1.69,0.91
Well_C,1991.0,Shale_Cap,137.3,0.07,2.472,2.62,0.941
Well_C,1991.5,Shale_Cap,130.0,0.037,,,0.991
Well_C,1992.0,Shale_Cap,,0.122,2.571,4.22,0.988
Well_C,1992.5,Shale_Cap,141.3,0.096,2.502,3.2,0.973
Well_C,1993.0,Shale_Cap,114.0,0.064,2.563,2.52,0.934
Well_C,1993.5,Shale_Cap,,0.162,2.519,2.51,0.97
Well_C,1994.0,Shale_Cap,118.8,0.088,2.512,3.36,0.987
Well_C,1994.5,Shale_Cap,115.5,0.125,2.483,5.06,0.978
Well_C,1995.0,Shale_Cap,128.5,0.091,2.549,4.91,0.916
Well_C,1995.5,Shale_Cap,128.6,0.091,2.459,1.79,0.917
Well_C,1996.0,Shale_Cap,126.2,0.084,2.515,3.69,0.979
Well_C,1996.5,Shale_Cap,99.3,0.086,2.566,3.41,
Well_C,1997.0,Reservoir_1,24.4,0.219,2.148,,0.169
Well_C,1997.5,Reservoir_1,24.6,0.261,2.216,68.17,0.214
